year,month,nao,nino34,amo,scand,nino34_cpc,pdo,nao_lag0,nao_lag1,nao_lag2,nao_lag3,nao_lag6,nino34_lag0,nino34_lag1,nino34_lag2,nino34_lag3,nino34_lag6,amo_lag0,amo_lag1,amo_lag2,amo_lag3,amo_lag6,scand_lag0,scand_lag1,scand_lag2,scand_lag3,scand_lag6,nino34_cpc_lag0,nino34_cpc_lag1,nino34_cpc_lag2,nino34_cpc_lag3,nino34_cpc_lag6,pdo_lag0,pdo_lag1,pdo_lag2,pdo_lag3,pdo_lag6
1981,11,-0.53,26.29,-0.144,-0.69,-0.41,0.676,-0.5233761469920208,-0.9381429236507125,-1.2374687730978016,0.3608317845631759,0.2240571340958829,-0.7383202534609131,-0.6144054529785202,-0.5094878392890387,-0.7081813958076748,0.3033091773877081,-0.7795330235290527,-1.015194311881234,-0.29845181914909774,-0.672563126467727,-0.5119032358266438,-0.6857402202059324,-1.3571713781738357,-0.045834146109691526,-0.0349188715596586,1.4534590491553396,-0.4102198971968962,-0.2915440484700308,-0.17282936760499745,-0.5479269418924237,-0.5907184770772294,0.6226853057405953,0.16836579748042754,0.8563450674936901,0.6633356907083499,1.4389105411604828
1981,12,-0.11,26.4,-0.014,-0.47,-0.2,0.679,-0.11618692803807179,-0.5214991543552163,-0.9374298941165926,-1.2351760449754232,-0.15357917223128748,-0.6302410028343979,-0.7422733701403945,-0.6177634697909755,-0.5113651646813895,0.21495233602927213,-0.16183106424598914,-0.7772589842529173,-1.013209643509204,-0.2950509339851411,-0.41126875768837184,-0.46188865214886765,-0.6862045747405146,-1.355794718983071,-0.04506328681513253,-1.0717046436997724,-0.1791366249963247,-0.41259842374222405,-0.2938920941999402,-0.17401393594235084,-0.4701166879099728,0.6255313689856266,0.6213731427450424,0.16692392224718447,0.8544712229091954,1.836027082833065
1982,1,-1.55,26.67,-0.089,-0.77,0.13,0.218,-1.512264250165897,-0.11454477504333632,-0.5212469329491094,-0.935320028516656,0.06912941867960788,-0.36495556947840135,-0.6340774402341959,-0.745725578565995,-0.6196140918008443,-0.39372812666217744,-0.5181975792169874,-0.1586271324192936,-0.7749570353891684,-1.0118462361672662,-0.564616533899072,-0.7671407904085014,-0.4625489735960742,-0.685582332861807,-1.353692854771271,0.7232912343538614,0.1839942313188592,-0.1814946164044006,-0.41495482079488294,-0.29498579080855086,-0.6674650701836655,0.18818631699915994,0.6242162850793391,0.6195933005821154,0.16562633458139553,1.0276449540601365
1982,2,0.86,26.59,-0.086,0.73,-0.17,0.097,0.824226268117477,-1.5098169326840678,-0.11474264529714893,-0.5193907153641726,0.3596188850851236,-0.443558660843142,-0.3685056122826128,-0.6374499480640581,-0.7475446420329305,-0.707885784825506,-0.5039429186181474,-0.5155301238617688,-0.15550025427707653,-0.7729144687732245,-0.6652510120373439,0.7591199008896671,-0.7675338842475838,-0.4621782041547191,-0.6841614479099908,-0.03730023939767826,-0.14612472896767162,0.18166850941217924,-0.18383507002271954,-0.4159576456747509,-0.5468632810164089,0.07339509944956676,0.1873200797090725,0.6224343217850543,0.6179173464230004,0.6597697729382671
1982,3,0.8,27.41,-0.088,0.72,0.13,0.033,0.7660563796954843,0.8253260533674341,-1.5084716315324418,-0.11313417693616563,-1.2380731801452127,0.36212302564543086,-0.44719356130530497,-0.37168249137748155,-0.6392957149134756,-0.511537248473423,-0.5134460256840407,-0.5012540042040698,-0.5128791664571296,-0.15169187354871605,-0.2866736895171779,0.7489448296143459,0.757390669009964,-0.7668201978462027,-0.4609843122895641,-0.04744145904769878,0.1839942313188592,-0.14847978678471152,0.17935310976210875,-0.18501137729382358,-0.17409411449943352,0.012679083555567076,0.07264667222577041,0.18586406360011043,0.6207559929408347,0.8503102513654919
1982,4,-0.04,28.03,-0.19,-1.57,0.21,-0.257,-0.04832205821241363,0.767189713465737,0.8240886857085692,-1.5060137372607612,-0.9379007315261798,0.9712969837221574,0.35935791617727164,-0.4504284044698014,-0.3735938028929911,-0.6195289434670666,-0.9981044860445986,-0.5107714173092025,-0.49858400996992747,-0.5100895246397785,-1.005491390504835,-1.5811464924341911,0.7472245053215804,0.7563897706112153,-0.7653167699537823,-1.3556587939003473,0.2720259540619341,0.18166850941217924,-0.1508179627695533,0.1779041873047766,-0.29469590366669024,-0.2624403634641191,0.011992969094106503,0.07127620841490825,0.18455064470029112,0.16360991327133562
1982,5,-0.44,28.39,-0.199,-0.86,0.45,-0.649,-0.4361213143590317,-0.046719045158022984,0.766016644615432,0.825124971338041,-0.5215324963449407,1.3250108948634813,0.969189521103123,0.3567172047264591,-0.45232029534350593,-0.7471554920959211,-1.0408684678411184,-0.9961594856709688,-0.5081141142947289,-0.49575361859613604,-0.7658854901756159,-0.8587164318863915,-1.580826979318276,0.7462350374881658,0.7563455183673088,-0.6863382969989922,0.5361211222911587,0.2697080550646834,0.17935310976210875,-0.1520190532394054,-0.41529769283394696,-0.6343259608148673,-0.2628441232212456,0.010667756085545106,0.07005856848097274,0.6144928275694217
1982,6,-1.34,28.26,-0.192,-0.95,0.53,-0.523,-1.3086696406889224,-0.43429464450267063,-0.046991930688488864,0.7670883229911829,-0.11484724337721873,1.1972808713957819,1.3232852917052291,0.9669980311919252,0.3546262522742529,-0.6391637971022777,-1.0076075931104918,-1.038987844644066,-0.9941494348596012,-0.5053108892918977,-0.14291014931964657,-0.9502920733642816,-0.8590293574430367,-1.579198847690159,0.7462011031118349,-0.4632314646985405,0.6241528450342336,0.533826692022196,0.2673987291038853,0.1779041873047766,-0.18505791351463868,-0.5147913045235554,-0.6343480549026871,-0.2639642935318816,0.009500776100506805,0.6173226366549746
1982,7,1.18,27.66,-0.236,0.39,0.37,0.675,1.1344656730347715,-1.3063397430281278,-0.4341388713094036,-0.04542475386483114,-1.509196682123694,0.6077576861602396,1.1954173745433583,1.321354640107356,0.9647565687657298,-0.3740932730269663,-1.216675948560144,-1.0056768987761013,-1.0370349043212075,-0.9927316947757429,-0.502318999813475,0.41316747752874894,-0.9505248306384896,-0.8582127959536477,-1.5768699903916976,-0.7674680541991565,0.44808939954808386,0.6218662376747003,0.5315355871292149,0.2658837181165584,0.17674745398713154,0.6217366179922516,-0.5149360768622238,-0.6351910640492309,-0.2649017206234794,0.1824753071750212
1982,8,0.21,27.58,-0.317,-0.5,0.73,0.569,0.19405247687922267,1.1353865328431523,-1.3052194877064616,-0.4323357428438854,0.8244020313339487,0.529154594795499,0.6052577568731791,1.1933925313323401,1.3190257847930378,-0.45263268756780023,-1.6015517847288223,-1.2150599870890202,-1.0036795391844027,-1.0357394129066704,-0.4879426457937219,-0.49241386597483106,0.4117411036049199,-0.9496053940610928,-0.8566165072530477,0.753714893303923,0.8442321518919208,0.4457871463696918,0.6195812064709916,0.5298223105519041,-0.1521665164690232,0.5211757166678145,0.6204254286336102,-0.5158681735257972,-0.6358181989538333,0.06833967405772327
